title,authors,code_link
Order-Robust Class Incremental Learning: Graph-Driven Dynamic Similarity Grouping,Guannan Lai · Yujie Li · Xiangkun Wang · Junbo Zhang · Tianrui Li · Xin Yang,
Lifting the Veil on Visual Information Flow in MLLMs: Unlocking Pathways to Faster Inference,Hao Yin · Guangzong Si · Zilei Wang,
Libra-Merging: Importance-redundancy and Pruning-merging Trade-off for Acceleration Plug-in in Large Vision-Language Model,Longrong Yang · Dong Shen · Chaoxiang Cai · Kaibing Chen · Fan Yang · Tingting Gao · Di ZHANG · Xi Li,
Positive2Negative: Breaking the Information-Lossy Barrier in Self-Supervised Single Image Denoising,Tong Li · Lizhi Wang · Zhiyuan Xu · Lin Zhu · Wanxuan Lu · Hua Huang,
A Unified Approach to Interpreting Self-supervised Pre-training Methods for 3D Point Clouds via Interactions,Qiang Li · Jian Ruan · Fanghao Wu · Yuchi Chen · Zhihua Wei · Wen Shen,
MINIMA: Modality Invariant Image Matching,Jiangwei Ren · Xingyu Jiang · Zizhuo Li · Dingkang Liang · Xin Zhou · Xiang Bai,https://github.com/LSXI7/MINIMA
Certified Human Trajectory Prediction,Mohammadhossein Bahari · Saeed Saadatnejad · Amirhossein Askari Farsangi · Seyed-Mohsen Moosavi-Dezfooli · Alex Alahi,
DRiVE: Diffusion-based Rigging Empowers Generation of Versatile and Expressive Characters,Mingze Sun · Junting Dong · Junhao Chen · Yurun Chen · Xinyu Jiang · Shiwei Mao · Puhua Jiang · Jingbo Wang · Bo Dai · Ruqi Huang,
RAEncoder: A Label-Free Reversible Adversarial Examples Encoder for Dataset Intellectual Property Protection,Fan Xing · Zhuo Tian · Xuefeng Fan · Xiaoyi Zhou,
Continuous 3D Perception Model with Persistent State,Qianqian Wang · Yifei Zhang · Aleksander Holynski · Alexei A. Efros · Angjoo Kanazawa,
FluxSpace: Disentangled Semantic Editing in Rectified Flow Models,Yusuf Dalva · Kavana Venkatesh · Pinar Yanardag,
Improving Gaussian Splatting with Localized Points Management,Haosen Yang · Chenhao Zhang · Wenqing Wang · Marco Volino · Adrian Hilton · Li Zhang · Xiatian Zhu,
Medusa: A Multi-Scale High-order Contrastive Dual-Diffusion Approach for Multi-View Clustering,Liang Chen · Zhe Xue · Yawen Li · Meiyu Liang · Yan Wang · Anton van den Hengel · Yuankai Qi,
Sound Bridge: Associating Egocentric and Exocentric Videos via Audio Cues,Sihong Huang · Jiaxin Wu · Xiaoyong Wei · Yi Cai · Dongmei Jiang · Yaowei Wang,
Electromyography-Informed Facial Expression Reconstruction for Physiological-Based Synthesis and Analysis,Tim Büchner · Christoph Anders · Orlando Guntinas-Lichius · Joachim Denzler,
GAF: Gaussian Avatar Reconstruction from Monocular Videos via Multi-view Diffusion,Jiapeng Tang · Davide Davoli · Tobias Kirschstein · Liam Schoneveld · Matthias Nießner,
Free on the Fly: Enhancing Flexibility in Test-Time Adaptation with Online EM,Qiyuan Dai · Sibei Yang,
EVolSplat: Efficient Volume-based Gaussian Splatting for Urban View Synthesis,Sheng Miao · Jiaxin Huang · Dongfeng Bai · Xu Yan · Hongyu Zhou · Yue Wang · Bingbing Liu · Andreas Geiger · Yiyi Liao,
EquiPose: Exploiting Permutation Equivariance for Relative Camera Pose Estimation,Yuzhen Liu · Qiulei Dong,
iSegMan: Interactive Segment-and-Manipulate 3D Gaussians,Yian Zhao · Wanshi Xu · Ruochong Zheng · Pengchong Qiao · Chang Liu · Jie Chen,
Building Vision Models upon Heat Conduction,Zhaozhi Wang · Yue Liu · Yunjie Tian · Yunfan Liu · Yaowei Wang · Qixiang Ye,
Adapting Text-to-Image Generation with Feature Difference Instruction for Generic Image Restoration,Chao Wang · Hehe Fan · Huichen Yang · Sarvnaz Karimi · Lina Yao · Yi Yang,
SkillMimic: Learning Basketball Interaction Skills from Demonstrations,Yinhuai Wang · Qihan Zhao · Runyi Yu · Hok Wai Tsui · Ailing Zeng · Jing Lin · Zhengyi Luo · Jiwen Yu · Xiu Li · Qifeng Chen · Jian Zhang · Lei Zhang · Ping Tan,
Contextual AD Narration with Interleaved Multimodal Sequence,Hanlin Wang · Zhan Tong · Kecheng Zheng · Yujun Shen · Limin Wang,
WiLoR: End-to-end 3D Hand Localization and Reconstruction in-the-wild,Rolandos Alexandros Potamias · Jinglei Zhang · Jiankang Deng · Stefanos Zafeiriou,
Img-Diff: Contrastive Data Synthesis for Multimodal Large Language Models,Qirui Jiao · Daoyuan Chen · Yilun Huang · Bolin Ding · Yaliang Li · Ying Shen,https://github.com/modelscope/data-juicer/tree/ImgDiff
3D Gaussian Inpainting with Depth-Guided Cross-View Consistency,Sheng-Yu Huang · Zi-Ting Chou · Yu-Chiang Frank Wang,
UIBDiffusion: Universal Imperceptible Backdoor Attack for Diffusion Models,Yuning Han · Bingyin Zhao · Rui Chu · Feng Luo · Biplab Sikdar · Yingjie Lao,https://github.com/TheLaoLab/UIBDiffusion
ROLL: Robust Noisy Pseudo-label Learning for Multi-View Clustering with Noisy Correspondence,Yuan Sun · Yongxiang Li · Zhenwen Ren · Guiduo Duan · Dezhong Peng · Peng Hu,
Decouple-Then-Merge: Finetune Diffusion Models as Multi-Task Learning,Qianli Ma · Xuefei Ning · Dongrui Liu · Li Niu · Linfeng Zhang,
Recognition-Synergistic Scene Text Editing,Zhengyao Fang · Pengyuan Lyu · Jingjing Wu · Chengquan Zhang · Jun Yu · Guangming Lu · Wenjie Pei,
ModeSeq: Taming Sparse Multimodal Motion Prediction with Sequential Mode Modeling,Zikang Zhou · Hengjian Zhou · Haibo Hu · Zihao WEN · Jianping Wang · Yung-Hui Li · Yu-Kai Huang,
SimVS: Simulating World Inconsistencies for Robust View Synthesis,Alex Trevithick · Roni Paiss · Philipp Henzler · Dor Verbin · Rundi Wu · Hadi Alzayer · Ruiqi Gao · Ben Poole · Jonathan T. Barron · Aleksander Holynski · Ravi Ramamoorthi · Pratul P. Srinivasan,
HyperPose: Hypernetwork-Infused Camera Pose Localization and an Extended Cambridge Landmarks Dataset,Ron Ferens · Yosi Keller,
AvatarArtist: Open-Domain 4D Avatarization,Hongyu Liu · Xuan Wang · Ziyu Wan · Yue Ma · Jingye Chen · Yanbo Fan · Yujun Shen · Yibing Song · Qifeng Chen,
DyCoke: Dynamic Compression of Tokens for Fast Video Large Language Models,Keda Tao · Can Qin · Haoxuan You · Yang Sui · Huan Wang,https://github.com/KD-TAO/DyCoke
VLog: Video-Language Models by Generative Retrieval of Narration Vocabulary,Kevin Qinghong Lin · Mike Zheng Shou,
OralXrays-9: Towards Hospital-Scale Panoramic X-ray Anomaly Detection via Personalized Multi-Object Query-Aware Mining,Bingzhi Chen · Sisi Fu · Xiaocheng Fang · Jieyi Cai · Boya Zhang · Minhua Lu · Yishu Liu,
4D-Fly: Fast 4D Reconstruction from a Single Monocular Video,Diankun Wu · Fangfu Liu · Yi-Hsin Hung · Yue Qian · Xiaohang Zhan · Yueqi Duan,
Human-centered Interactive Learning via MLLMs for Text-to-Image Person Re-identification,Yang Qin · Chao Chen · Zhihang Fu · Dezhong Peng · Xi Peng · Peng Hu,https://github.com/QinYang79/ICL
AnyEdit: Mastering Unified High-Quality Image Editing for Any Idea,Qifan Yu · Wei Chow · Zhongqi Yue · Kaihang Pan · Yang Wu · Xiaoyang Wan · Juncheng Li · Siliang Tang · Hanwang Zhang · Yueting Zhuang,
Towards Training-free Anomaly Detection with Vision and Language Foundation Models,Jinjin Zhang · Guodong Wang · yizhou jin · Di Huang,https://github.com/zhang0jhon/LogSAD
Language-Guided Audio-Visual Learning for Long-Term Sports Assessment,Huangbiao Xu · Xiao Ke · Huanqi Wu · Rui Xu · Yuezhou Li · Wenzhong Guo,
Bridging Past and Future: End-to-End Autonomous Driving with Historical Prediction and Planning,Bozhou Zhang · Nan Song · Xin Jin · Li Zhang,https://github.com/fudan-zvg/BridgeAD
Octopus: Alleviating Hallucination via Dynamic Contrastive Decoding,Wei Suo · Lijun Zhang · Mengyang Sun · Lin Yuanbo Wu · Peng Wang · Yanning Zhang,
GBC-Splat: Generalizable Gaussian-Based Clothed Human Digitalization under Sparse RGB Cameras,Hanzhang Tu · Zhanfeng Liao · Boyao Zhou · Shunyuan Zheng · Xilong Zhou · Liuxin ZHANG · QianYing Wang · Yebin Liu,
SoundVista: Novel-View Ambient Sound Synthesis via Visual-Acoustic Binding,Mingfei Chen · Israel D. Gebru · Ishwarya Ananthabhotla · Christian Richardt · Dejan Markovic · Steven Krenn · Todd Keebler · Jacob Sandakly · Alexander Richard · Eli Shlizerman,
Floating No More: Object-Ground Reconstruction from a Single Image,Yunze Man · Yichen Sheng · Jianming Zhang · Liangyan Gui · Yu-Xiong Wang,
IM-Portrait: Learning 3D-aware Video Diffusion for Photorealistic Talking Heads from Monocular VideosC,Yuan Li · Ziqian Bai · Feitong Tan · Zhaopeng Cui · Sean Fanello · Yinda Zhang,
DeCLIP: Decoupled Learning for Open-Vocabulary Dense Perception,Junjie Wang · BIN CHEN · Yulin Li · Bin Kang · Yichi Chen · Zhuotao Tian,https://github.com/xiaomoguhz/DeCLIP
Exploring Semantic Feature Discrimination for Perceptual Image Super-Resolution and Opinion-Unaware No-Reference Image Quality Assessment,Guanglu Dong · Xiangyu Liao · Mingyang Li · Guihuan Guo · Chao Ren,
"ANNEXE: Unified Analyzing, Answering, and Pixel Grounding for Egocentric Interaction",YUEJIAO SU · Yi Wang · Qiongyang Hu · Chuang Yang · Lap-Pui Chau,
Visual Consensus Prompting for Co-Salient Object Detection,Jie Wang · Nana Yu · Zihao Zhang · Yahong Han,
Detecting Adversarial Data Using Perturbation Forgery,Qian Wang · Chen Li · Yuchen Luo · Hefei Ling · Shijuan Huang · Ruoxi Jia · Ning Yu,
Sparse Voxels Rasterization: Real-time High-fidelity Radiance Field Rendering,Cheng Sun · Jaesung Choe · Charles Loop · Wei-Chiu Ma · Yu-Chiang Frank Wang,
AutoSSVH: Exploring Automated Frame Sampling for Efficient Self-Supervised Video Hashing,Niu Lian · Jun Li · Jinpeng Wang · Ruisheng Luo · Yaowei Wang · Shu-Tao Xia · Bin Chen,https://github.com/EliSpectre/CVPR25-AutoSSVH
MagicArticulate: Make Your 3D Models Articulation-Ready,Chaoyue Song · Jianfeng Zhang · Xiu Li · Fan Yang · Yiwen Chen · Zhongcong Xu · Jun Hao Liew · Xiaoyang Guo · Fayao Liu · Jiashi Feng · Guosheng Lin,
Open Set Label Shift with Test Time Out-of-Distribution Reference,Changkun Ye · Russell Tsuchida · Lars Petersson · Nick Barnes,
R-SCoRe: Revisiting Scene Coordinate Regression for Robust Large-Scale Visual Localization,Xudong Jiang · Fangjinhua Wang · Silvano Galliani · Christoph Vogel · Marc Pollefeys,
Action Detail Matters: Refining Video Recognition with Local Action Queries,Mengmeng Wang · Zeyi Huang · Xiangjie Kong · Guojiang Shen · Guang Dai · Jingdong Wang · Yong Liu,
BimArt: A Unified Approach for the Synthesis of 3D Bimanual Interaction with Articulated Objects,Wanyue Zhang · Rishabh Dabral · Vladislav Golyanik · Vasileios Choutas · Eduardo Alvarado · Thabo Beeler · Marc Habermann · Christian Theobalt,
UniPre3D: Unified Pre-training of 3D Point Cloud Models with Cross-Modal Gaussian Splatting,Ziyi Wang · Yanran Zhang · Jie Zhou · Jiwen Lu,
L-SWAG: Layer-Sample Wise Activation with Gradients Information for Zero-Shot NAS on Vision Transformers,Sofia Casarin · Sergio Escalera · Oswald Lanz,
Temporally Consistent Object-Centric Learning by Contrasting Slots,Anna Manasyan · Maximilian Seitzer · Filip Radovic · Georg Martius · Andrii Zadaianchuk,
Maintaining Consistent Inter-Class Topology in Continual Test-Time Adaptation,Chenggong Ni · Fan Lyu · Jiayao Tan · Fuyuan Hu · Rui Yao · Tao Zhou,
UniVAD: A Training-free Unified Model for Few-shot Visual Anomaly Detection,Zhaopeng Gu · Bingke Zhu · Guibo Zhu · Yingying Chen · Ming Tang · Jinqiao Wang,
COSMIC: Clique-Oriented Semantic Multi-space Integration for Robust CLIP Test-Time Adaptation,Fanding Huang · Jingyan Jiang · Qinting Jiang · Li Hebei · Faisal Nadeem Khan · Zhi Wang,
Visual Prompting for One-shot Controllable Video Editing without Inversion,Zhengbo Zhang · Yuxi Zhou · DUO PENG · Joo Lim · Zhigang Tu · De Soh Soh · Lin Geng Foo,
ConMo: Controllable Motion Disentanglement and Recomposition for Zero-Shot Motion Transfer,Jiayi Gao · Zijin Yin · Changcheng Hua · Yuxin Peng · Kongming Liang · Zhanyu Ma · Jun Guo · Yang Liu,
Playing the Fool: Jailbreaking LLMs and Multimodal LLMs with Out-of-Distribution Strategy,Joonhyun Jeong · Seyun Bae · Yeonsung Jung · Jaeryong Hwang · Eunho Yang,
h-Edit: Effective and Flexible Diffusion-Based Editing via Doob's h-Transform,Toan Nguyen · Kien Do · Duc Kieu · Thin Nguyen,
"VideoSPatS: Video SPatiotemporal Splines for Disentangled Occlusion, Appearance and Motion Modeling and Editing",Juan Luis Gonzalez Bello · Xu Yao · Alex Whelan · Kyle Olszewski · Hyeongwoo Kim · Pablo Garrido,
MultimodalStudio: A Heterogeneous Sensor Dataset and Framework for Neural Rendering across Multiple Imaging Modalities,Federico Lincetto · Gianluca Agresti · Mattia Rossi · Pietro Zanuttigh,
Towards In-the-wild 3D Plane Reconstruction from a Single Image,Jiachen Liu · Rui Yu · Sili Chen · Sharon X. Huang · Hengkai Guo,
T2ICount: Enhancing Cross-modal Understanding for Zero-Shot Counting,Yifei Qian · Zhongliang Guo · Bowen Deng · Chun Tong Lei · Shuai Zhao · Chun Pong Lau · Xiaopeng Hong · Michael Pound,
Imagine and Seek: Improving Composed Image Retrieval with an Imagined Proxy,You Li · Fan Ma · Yi Yang,
FaceBench: A Multi-View Multi-Level Facial Attribute VQA Dataset for Benchmarking Face Perception MLLMs,Xiaoqin Wang · Xusen Ma · Xianxu Hou · Meidan Ding · Yudong Li · Junliang Chen · Wenting Chen · Xiaoyang Peng · Linlin Shen,
Reasoning Mamba: Hypergraph-Guided Region Relation Calculating for Weakly Supervised Affordance Grounding,Yuxuan Wang · Aming Wu · Muli Yang · Yukuan Min · Yihang Zhu · Cheng Deng,
UNEM: UNrolled Generalized EM for Transductive Few-Shot Learning,Long Zhou · Fereshteh Shakeri · Aymen Sadraoui · Mounir Kaaniche · Jean-Christophe Pesquet · Ismail Ben Ayed,
Learning Hazing to Dehazing: Towards Realistic Haze Generation for Real-World Image Dehazing,Ruiyi Wang · Yushuo Zheng · Zicheng Zhang · Chunyi Li · Shuaicheng Liu · Guangtao Zhai · Xiaohong Liu,
Towards Generalizable Scene Change Detection,Jae-Woo KIM · Ue-Hwan Kim,https://github.com/1124jaewookim/towards-generalizable-scene-change-detection
ILIAS: Instance-Level Image retrieval At Scale,Giorgos Kordopatis-Zilos · Vladan Stojnić · Anna Manko · Pavel Suma · Nikolaos-Antonios Ypsilantis · Nikos Efthymiadis · Zakaria Laskar · Jiri Matas · Ondrej Chum · Giorgos Tolias,
LibraGrad: Balancing Gradient Flow for Universally Better Vision Transformer Attributions,Faridoun Mehri · Mahdieh Baghshah · Mohammad Taher Pilehvar,
TFCustom: Customized Image Generation with Time-Aware Frequency Feature Guidance,Mushui Liu · Dong She · Qihan Huang · Jiacheng Ying · Wanggui He · Jingxuan Pang · Yuanlei Hou · Siming Fu,
LEDiff: Latent Exposure Diffusion for HDR Generation,Chao Wang · Zhihao Xia · Thomas Leimkuehler · Karol Myszkowski · Xuaner Zhang,
Annotation Ambiguity Aware Semi-Supervised Medical Image Segmentation,Suruchi Kumari · Pravendra Singh,
5%>100%: Breaking Performance Shackles of Full Fine-Tuning on Visual Recognition Tasks,Dongshuo Yin · Leiyi Hu · Bin Li · Youqun Zhang · Xue Yang,https://github.com/Leiyi-Hu/mona
Dynamic Content Prediction with Motion-aware Priors for Blind Face Video Restoration,Lianxin Xie · csbingbing zheng · Si Wu · Hau San Wong,
Video Language Model Pretraining with Spatio-temporal Masking,Yue Wu · Zhaobo Qi · Junshu Sun · Yaowei Wang · Qingming Huang · Shuhui Wang,
GENIUS: A Generative Framework for Universal Multimodal Search,Sungyeon Kim · Xinliang Zhu · Xiaofan Lin · Muhammet Bastan · Douglas Gray · Suha Kwak,
D^3-Human: Dynamic Disentangled Digital Human from Monocular Video,Honghu Chen · Bo Peng · Yunfan Tao · Juyong Zhang,
Open Ad-hoc Categorization with Contextualized Feature Learning,Zilin Wang · Sangwoo Mo · Stella X. Yu · Sima Behpour · Liu Ren,
LoRA Recycle: Unlocking Tuning-Free Few-Shot Adaptability in Visual Foundation Models by Recycling Pre-Tuned LoRAs,Zixuan Hu · Yongxian Wei · Li Shen · Chun Yuan · Dacheng Tao,https://github.com/Egg-Hu/LoRA-Recycle
Seeing What Matters: Empowering CLIP with Patch Generation-to-Selection,Gensheng Pei · Tao Chen · Yujia Wang · Xinhao Cai · Xiangbo Shu · Tianfei Zhou · Yazhou Yao,
Pose Priors from Language Models,Sanjay Subramanian · Evonne Ng · Lea Müller · Dan Klein · Shiry Ginosar · Trevor Darrell,
OmniDrive: A Holistic Vision-Language Dataset for Autonomous Driving with Counterfactual Reasoning,Shihao Wang · Zhiding Yu · Xiaohui Jiang · Shiyi Lan · Min Shi · Nadine Chang · Jan Kautz · Ying Li · Jose M. Alvarez,
Robust-MVTON: Learning Cross-Pose Feature Alignment and Fusion for Robust Multi-View Virtual Try-On,Nannan Zhang · Yijiang Li · Dong Du · Zheng Chong · Zhengwentai Sun · Jianhao Zeng · Yusheng Dai · Zhenyu Xie · Hairui Zhu · Xiaoguang Han,
Identifying and Mitigating Position Bias of Multi-image Vision-Language Models,Xinyu Tian · Shu Zou · Zhaoyuan Yang · Jing Zhang,
REWIND: Real-Time Egocentric Whole-Body Motion Diffusion with Exemplar-Based Identity Conditioning,Jihyun Lee · Weipeng Xu · Alexander Richard · Shih-En Wei · Shunsuke Saito · Shaojie Bai · Te-Li Wang · Minhyuk Sung · Tae-Kyun Kim · Jason Saragih,
LiMoE: Mixture of LiDAR Representation Learners from Automotive Scenes,Xiang Xu · Lingdong Kong · hui shuai · Liang Pan · Ziwei Liu · Qingshan Liu,
Recover and Match: Open-Vocabulary Multi-Label Recognition through Knowledge-Constrained Optimal Transport,Hao Tan · Zichang Tan · Jun Li · Ajian Liu · Jun Wan · Zhen Lei,https://github.com/EricTan7/RAM
Test-time Augmentation Improves Efficiency in Conformal Prediction,Divya M Shanmugam · Helen Lu · Swami Sankaranarayanan · John Guttag,
FreeSim: Toward Free-viewpoint Camera Simulation in Driving Scenes,Lue Fan · Hao ZHANG · Qitai Wang · Hongsheng Li · Zhaoxiang Zhang,
Theory-Inspired Deep Multi-View Multi-Label Learning with Incomplete Views and Noisy Labels,Quanjiang Li · Tingjin Luo · Jiahui Liao,
Masked Scene Modeling: Narrowing the Gap Between Supervised and Self-Supervised Learning in 3D Scene Understanding,Pedro Hermosilla · Christian Stippel · Leon Sick,
Lifting Motion to the 3D World via 2D Diffusion,Jiaman Li · Karen Liu · Jiajun Wu,
Quantization without Tears,Minghao Fu · Hao Yu · Jie Shao · Junjie Zhou · Ke Zhu · Jianxin Wu,https://github.com/wujx2001/QwT
